dept,insee,cp,nom,priorite
"12","12238","12780",Saint-LÃ©ons,"7"
"12","12283","12290",TrÃ©mouilles,"7"
"12","12307","12410",Curan,"6"
"12","12296","12490",Viala-du-Tarn,"7"
"88","88196","88400",GÃ©rardmer,"2"
"67","67335","67520",Nordheim,"2"
"67","67532","67370",Willgottheim,"2"
"67","67527","67440",Westhouse-Marmoutier,"5"
"67","67363","67990",Osthoffen,"1"
"67","67556","67310",Zeinheim,"5"
"67","67282","67520",Marlenheim,"2"
"67","67383","67310",Rangen,"6"
"67","67253","67520",Kuttolsheim,"2"
"67","67258","67700",Landersheim,"6"
"67","67054","67150",Bolsenheim,"5"
"67","67150","67117",Furdenheim,"2"
"67","67208","67310",Hohengoeft,"5"
"67","67542","67370",Wintzenheim-Kochersberg,"5"
"67","67245","67310",Knoersheim,"6"
"67","67438","67150",Schaeffersheim,"5"
"67","67218","67400",Illkirch-Graffenstaden,"1"
"67","67217","67640",Ichtratzheim,"4"
"67","67200","67150",Hipsheim,"3"
"67","67197","67150",Hindisheim,"3"
"67","67266","67150",Limersheim,"5"
"67","67268","67640",Lipsheim,"1"
"67","67137","67640",Fegersheim,"1"
"61","61260","61220",Le MÃ©nil-de-Briouze,"7"
"61","61233","61600",Lonlay-le-Tesson,"7"
"67","67247","67120",Kolbsheim,"1"
"68","68169","68480",Koestlach,"6"
"67","67188","67190",Heiligenberg,"5"
"67","67342","67280",Oberhaslach,"4"
"7","7235","7510",Sainte-Eulalie,"7"
"67","67325","67280",Niederhaslach,"4"
"7","7205","7790",Saint-Alban-d'Ay,"7"
"67","67336","67150",Nordhouse,"3"
"56","56151","56920",Noyal-Pontivy,"7"
"67","67112","67120",Duttlenheim,"2"
"67","67182","67980",Hangenbieten,"1"
"67","67267","67380",Lingolsheim,"1"
"67","67152","67118",Geispolsheim,"1"
"67","67108","67120",Duppigheim,"2"
"67","67049","67113",Blaesheim,"1"
"67","67001","67204",Achenheim,"1"
"7","7201","7120",Ruoms,"6"
"67","67551","67202",Wolfisheim,"1"
"67","67124","67960",Entzheim,"1"
"67","67128","67120",Ernolsheim-Bruche,"2"
"67","67097","67370",Dingsheim,"2"
"67","67212","67810",Holtzheim,"1"
"67","67350","67203",Oberschaeffolsheim,"1"
"67","67008","67120",Altorf,"2"
"67","67226","67117",Ittenheim,"2"
"7","7206","7590",Saint-Alban-en-Montagne,"7"
"67","67471","67460",Souffelweyersheim,"1"
"67","67447","67300",Schiltigheim,"1"
"67","67043","67800",Bischheim,"1"
"67","67309","67450",Mundolsheim,"1"
"67","67485","67370",Stutzheim-Offenheim,"2"
"67","67256","67450",Lampertheim,"1"
"67","67067","67170",Brumath,"2"
"67","67548","67370",Wiwersheim,"2"
"67","67205","67720",Hoerdt,"2"
"67","67452","67370",Schnersheim,"2"
"67","67204","67800",Hoenheim,"1"
"67","67119","67550",Eckwersheim,"1"
"67","67389","67116",Reichstett,"1"
"67","67326","67207",Niederhausbergen,"1"
"67","67506","67550",Vendenheim,"1"
"67","67156","67170",Geudertheim,"3"
"67","67034","67370",Berstett,"2"
"80","80045","80300",Authuille,"6"
"67","67163","67270",Gougenheim,"2"
"67","67539","67170",Wingersheim les Quatre Bans,"4"
"67","67371","67290",La Petite-Pierre,"6"
"67","67535","67290",Wimmenau,"6"
"67","67415","67340",Rothbach,"6"
"67","67265","67340",Lichtenberg,"6"
"67","67475","67340",Sparsbach,"6"
"67","67222","67340",Ingwiller,"4"
"67","67521","67340",Weinbourg,"7"
"67","67126","67290",Erckartswiller,"7"
"62","62178","62700",Bruay-la-BuissiÃ¨re,"2"
"67","67358","67340",Offwiller,"5"
"67","67044","67340",Bischholtz,"7"
"67","67289","67340",Menchhoffen,"6"
"62","62479","62122",LabeuvriÃ¨re,"6"
"67","67446","67340",Schillersdorf,"6"
"67","67089","67490",Dettwiller,"3"
"67","67307","67350",Mulhausen,"7"
"62","62377","62199",Gosnay,"7"
"62","62400","62940",Haillicourt,"5"
"62","62445","62196",Hesdigneul-lÃ¨s-BÃ©thune,"7"
"62","62489","62122",Lapugnoy,"5"
"67","67498","67350",Uhrwiller,"7"
"67","67478","67790",Steinbourg,"4"
"67","67524","67340",Weiterswiller,"7"
"67","67087","67350",Dauendorf,"2"
"67","67166","67350",Grassendorf,"6"
"67","67403","67350",Ringendorf,"6"
"67","67220","67270",Ingenheim,"6"
"67","67135","67350",Ettendorf,"5"
"67","67058","67270",Bossendorf,"6"
"67","67503","67330",Uttwiller,"7"
"67","67185","67330",Hattmatt,"6"
"67","67322","67330",Neuwiller-lÃ¨s-Saverne,"5"
"67","67372","67350",Val-de-Moder,"3"
"67","67460","67270",Schwindratzheim,"3"
"67","67068","67350",Buswiller,"6"
"67","67209","67270",Hohfrankenheim,"5"
"67","67444","67270",Scherlenheim,"5"
"67","67328","67350",Niedermodern,"5"
"67","67238","67350",Kindwiller,"6"
"67","67441","67350",Schalkendorf,"7"
"67","67352","67330",Obersoultzbach,"7"
"67","67103","67330",Dossenheim-sur-Zinsel,"3"
"67","67347","67330",Obermodern-Zutzendorf,"4"
"67","67242","67330",Kirrwiller,"5"
"67","67107","67270",Duntzenheim,"4"
"67","67129","67330",Ernolsheim-lÃ¨s-Saverne,"4"
"67","67304","67350",Morschwiller,"2"
"67","67312","67270",Mutzenhouse,"6"
"67","67048","67350",Bitschhoffen,"6"
"67","67333","67330",Niedersoultzbach,"7"
"67","67202","67270",Hochfelden,"2"
"67","67517","67520",Wangen,"5"
"67","67270","67270",Lixhausen,"6"
"67","67520","67310",Wasselonne,"2"
"67","67380","67490",Printzheim,"6"
"67","67240","67520",Kirchheim,"5"
"67","67530","67270",Wickersheim-Wilshausen,"5"
"67","67057","67330",Bosselshausen,"7"
"67","67061","67330",Bouxwiller,"3"
"67","67287","67270",Melsheim,"5"
"67","67225","67330",Issenhausen,"7"
"67","67162","67490",Gottesheim,"5"
"67","67153","67270",Geiswiller-Zoebersdorf,"6"
"68","68017","68210",Ballersdorf,"5"
"60","60541","60410",Roberval,"6"
"14","14125","14610",Cambes-en-Plaine,"2"
"49","49109","49690",Coron,"6"
"49","49211","49310",Montilliers,"7"
"49","49092","49120",ChemillÃ©-en-Anjou,"2"
"82","82184","82800",VaÃ¯ssac,"6"
"76","76124","76220",Bosc-Hyons,"7"
"60","60413","60950",Montagny-Sainte-FÃ©licitÃ©,"6"
"89","89091","89660",ChÃ¢tel-Censoir,"7"
"76","76317","76110",Grainville-Ymauville,"7"
"67","67118","67201",Eckbolsheim,"1"
"76","76609","76280",Sainte-Marie-au-Bosc,"7"
"76","76064","76280",Beaurepaire,"7"
"41","41107","41310",LancÃ©,"7"
"36","36216","36180",Selles-sur-Nahon,"7"
"36","36090","36240",Jeu-Maloches,"6"
"66","66070","66320",Espira-de-Conflent,"6"
"16","16220","16200",Les MÃ©tairies,"7"
"37","37050","37170",Chambray-lÃ¨s-Tours,"1"
"37","37104","37320",Esvres,"2"
"37","37159","37260",Monts,"2"
"37","37205","37190",SachÃ©,"5"
"37","37122","37300",JouÃ©-lÃ¨s-Tours,"1"
"37","37250","37250",Sorigny,"2"
"37","37006","37260",Artannes-sur-Indre,"4"
"37","37083","37320",Cormery,"4"
"37","37154","37250",Montbazon,"2"
"37","37208","37550",Saint-Avertin,"1"
"37","37257","37260",Thilouze,"4"
"37","37186","37260",Pont-de-Ruan,"6"
"37","37266","37250",VeignÃ©,"2"
"37","37211","37320",Saint-Branchs,"2"
"37","37212","37800",Sainte-Catherine-de-Fierbois,"7"
"37","37263","37320",Truyes,"4"
"37","37278","37260",Villeperdue,"5"
"37","37085","37310",CourÃ§ay,"6"
"37","37134","37320",Louans,"6"
"37","37254","37310",Tauxigny-Saint-Bauld,"4"
"37","37216","37800",Saint-Epain,"7"
"54","54236","54260",Grand-Failly,"7"
"80","80166","80670",Canaples,"7"
"80","80584","80260",Naours,"7"
"80","80819","80670",Wargnies,"7"
"49","49070","49340",Chanteloup-les-Bois,"6"
"49","49231","49340",NuaillÃ©,"7"
"80","80310","80750",Fienvillers,"7"
"80","80042","80600",Autheux,"7"
"67","67168","67190",Gresswiller,"4"
"67","67101","67120",Dorlisheim,"2"
"73","73294","73190",La Thuile,"2"
"73","73097","73190",Curienne,"2"
"67","67410","67560",Rosenwiller,"4"
"73","73210","73190",Puygros,"2"
"67","67426","67220",Saint-Martin,"7"
"67","67255","67220",Lalaye,"6"
"67","67098","67190",Dinsheim-sur-Bruche,"3"
"67","67442","67310",Scharrachbergheim-Irmstett,"4"
"67","67077","67310",Cosswiller,"6"
"67","67492","67310",Traenheim,"5"
"67","67030","67310",Bergbieten,"5"
"67","67354","67520",Odratzheim,"6"
"67","67525","67310",Westhoffen,"4"
"67","67480","67190",Still,"5"
"67","67507","67220",VillÃ©,"3"
"67","67127","67120",Ergersheim,"3"
"67","67473","67120",Soultz-les-Bains,"3"
"67","67080","67120",Dachstein,"3"
"67","67016","67120",Avolsheim,"3"
"67","67313","67190",Mutzig,"2"
"67","67554","67120",Wolxheim,"5"
"67","67085","67310",Dangolsheim,"4"
"67","67300","67120",Molsheim,"2"
"67","67081","67310",Dahlenheim,"5"
"67","67018","67310",Balbronn,"5"
"67","67139","67310",Flexbourg,"5"
"67","67022","67220",Bassemberg,"6"
"67","67499","67220",Urbeis,"6"
"67","67143","67220",Fouchy,"6"
"62","62086","62158",Bavincourt,"7"
"62","62434","62158",La HerliÃ¨re,"7"
"76","76430","76660",Mesnil-Follemprise,"7"
"76","76283","76270",Fresles,"7"
"10","10235","10700",Mesnil-la-Comtesse,"7"
"76","76148","76660",Bures-en-Bray,"7"
"76","76364","76780",Hodeng-Hodenger,"7"
"61","61017","61240",Les Authieux-du-Puits,"7"
"76","76025","76780",Argueil,"7"
"67","67337","67680",Nothalten,"4"
"67","67227","67140",Itterswiller,"5"
"67","67062","67220",Breitenau,"6"
"67","67032","67140",BernardvillÃ©,"5"
"67","67020","67130",Barembach,"6"
"67","67387","67140",Reichsfeld,"5"
"67","67003","67220",AlbÃ©,"6"
"67","67490","67220",ThanvillÃ©,"5"
"67","67320","67220",Neuve-Eglise,"4"
"67","67493","67220",Triembach-au-Val,"3"
"67","67427","67220",Saint-Maurice,"7"
"67","67092","67220",Dieffenbach-au-Val,"5"
"59","59331","59550",Landrecies,"4"
"59","59274","59360",La Groise,"7"
"59","59450","59360",Ors,"7"
"59","59412","59360",Montay,"7"
"59","59384","59550",Maroilles,"6"
"59","59465","59360",Pommereuil,"7"
"59","59223","59550",Le Favril,"7"
"67","67051","67650",Blienschwiller,"5"
"59","59545","59360",Saint-Souplet,"7"
"59","59209","59127",Esnes,"7"
"59","59161","59258",CrÃ¨vecoeur-sur-l'Escaut,"6"
"59","59118","59137",Busigny,"7"
"59","59382","59238",Maretz,"7"
"59","59311","59980",Honnechy,"7"
"59","59531","59360",Saint-Benin,"7"
"59","59394","59980",Maurois,"7"
"59","59136","59360",Le Cateau-CambrÃ©sis,"3"
"59","59321","59540",Inchy,"7"
"59","59059","59540",Beaumont-en-CambrÃ©sis,"7"
"59","59139","59540",Caudry,"2"
"59","59149","59225",Clary,"7"
"59","59140","59191",Caullery,"7"
"59","59604","59980",Troisvilles,"7"
"59","59413","59225",Montigny-en-CambrÃ©sis,"7"
"59","59498","59980",Reumont,"7"
"59","59074","59980",Bertry,"7"
"59","59349","59191",Ligny-en-CambrÃ©sis,"7"
"59","59631","59127",Walincourt-Selvigny,"6"
"59","59341","59258",Lesdain,"6"
"59","59625","59231",Villers-Plouich,"7"
"59","59567","59400",SÃ©ranvillers-Forenville,"7"
"59","59389","59241",MasniÃ¨res,"5"
"10","10072","10500",La Chaise,"7"
"86","86074","86190",ChirÃ©-en-Montreuil,"6"
"86","86102","86190",Frozes,"7"
"69","69290","69800",Saint-Priest,"1"
"62","62817","62217",Tilloy-lÃ¨s-Mofflaines,"2"
"57","57510","57645",Noisseville,"1"
"89","89172","89100",Fontaine-la-Gaillarde,"7"
"89","89471","89320",Villiers-Louis,"7"
"21","21184","21360",Colombier,"7"
"16","16171","16130",Juillac-le-Coq,"7"
"21","21378","21330",Marcenay,"7"
"71","71349","71400",La Petite-VerriÃ¨re,"7"
"52","52028","52160",Aulnoy-sur-Aube,"7"
"54","54337","54560",Malavillers,"5"
"68","68176","68580",Largitzen,"7"
"68","68128","68560",Heimersdorf,"5"
"17","17243","17210",Montlieu-la-Garde,"6"
"76","76202","76660",Croixdalle,"7"
"27","27414","27390",Montreuil-l'ArgillÃ©,"7"
"69","69266","69100",Villeurbanne,"1"
"59","59265","59144",Gommegnies,"6"
"59","59438","59159",Noyelles-sur-Escaut,"7"
"59","59377","59159",Marcoing,"4"
"59","59472","59288",Preux-au-Bois,"7"
"59","59065","59570",Bellignies,"7"
"59","59635","59400",Wambaix,"7"
"59","59075","59540",BÃ©thencourt,"6"
"59","59138","59217",CatteniÃ¨res,"7"
"59","59063","59157",Beauvois-en-CambrÃ©sis,"5"
"59","59287","59191",Haucourt-en-CambrÃ©sis,"7"
"59","59243","59157",Fontaine-au-Pire,"7"
"59","59213","59400",Estourmel,"7"
"59","59006","59144",Amfroipret,"7"
"59","59259","59530",Ghissignies,"7"
"59","59296","59530",Hecq,"6"
"59","59473","59144",Preux-au-Sart,"7"
"59","59363","59530",Louvignies-Quesnoy,"6"
"59","59194","59530",Englefontaine,"6"
"59","59242","59550",Fontaine-au-Bois,"7"
"59","59070","59570",Bermeries,"7"
"59","59503","59550",Robersart,"7"
"59","59353","59530",Locquignol,"6"
"59","59639","59144",Wargnies-le-Grand,"6"
"59","59481","59530",Le Quesnoy,"2"
"59","59451","59530",Orsinval,"6"
"59","59591","59163",Thivencelle,"2"
"59","59323","59144",Jenlain,"6"
"59","59251","59530",Frasnoy,"7"
"11","11174","11380",Les Ilhes,"7"
"59","59060","59730",Beaurain,"6"
"59","59607","59218",Vendegies-au-Bois,"7"
"59","59099","59222",Bousies,"7"
"59","59464","59218",Poix-du-Nord,"5"
"59","59081","59217",BÃ©villers,"7"
"59","59132","59217",CarniÃ¨res,"7"
"59","59432","59400",Niergnies,"5"
"59","59422","59161",Naves,"7"
"59","59246","59222",Forest-en-CambrÃ©sis,"7"
"59","59164","59222",Croix-Caluyau,"7"
"59","59549","59218",Salesches,"6"
"59","59425","59218",Neuville-en-Avesnois,"6"
"59","59430","59360",Neuvilly,"7"
"59","59108","59730",Briastre,"6"
"59","59485","59214",QuiÃ©vy,"7"
"59","59520","59281",Rumilly-en-CambrÃ©sis,"5"
"59","59121","59161",Cagnoncles,"7"
"59","59141","59400",Cauroir,"7"
"59","59476","59267",Proville,"2"
"59","59595","59141",Thun-Saint-Martin,"7"
"59","59502","59277",Rieux-en-CambrÃ©sis,"4"
"59","59597","59554",Tilloy-lez-Cambrai,"5"
"59","59216","59161",Eswars,"6"
"59","59037","59129",Avesnes-les-Aubert,"7"
"59","59492","59161",Ramillies,"6"
"33","33198","33230",GuÃƒÂ®tres,"7"
"59","59102","59217",BoussiÃ¨res-en-CambrÃ©sis,"7"
"59","59039","59400",Awoingt,"5"
"59","59206","59161",Escaudoeuvres,"4"
"59","59612","59730",Vertain,"6"
"10","10335","10160",Saint-Benoist-sur-Vanne,"7"
"59","59057","59530",Beaudignies,"6"
"59","59506","59730",Romeries,"7"
"10","10319","10160",Rigny-le-Ferron,"7"
"59","59322","59141",Iwuy,"5"
"59","59415","59227",MontrÃ©court,"7"
"59","59622","59188",Villers-en-Cauchies,"7"
"59","59313","59111",Hordain,"6"
"11","11190","11700",La Redorte,"6"
"11","11318","11700",Roquecourbe-Minervois,"7"
"11","11261","11700",Moux,"6"
"11","11301","11700",PuichÃ©ric,"7"
"11","11042","11700",Blomac,"7"
"11","11241","11700",Montbrun-des-CorbiÃ¨res,"7"
"11","11337","11700",Saint-Couat-d'Aude,"7"
"35","35340","35380",Treffendel,"3"
"62","62317","62156",Etaing,"7"
"62","62106","62490",Bellonne,"7"
"62","62383","62112",Gouy-sous-Bellonne,"5"
"62","62280","62156",Dury,"7"
"62","62825","62490",Tortequesne,"7"
"27","27614","27150",Sancourt,"7"
"27","27284","27140",Gisors,"2"
"27","27067","27660",BÃ©zu-Saint-Eloi,"5"
"27","27333","27860",Heudicourt,"7"
"61","61068","61500",Bursard,"7"
"60","60616","60590",SÃ©rifontaine,"3"
"29","29136","29310",LocunolÃ©,"6"
"27","27324","27150",HÃ©bÃ©court,"7"
"61","61013","61500",Aunay-les-Bois,"7"
"28","28033","28240",Belhomert-GuÃ©houville,"6"
"27","27010","27140",AmÃ©court,"7"
"21","21418","21510",Moitron,"7"
"60","60211","60590",Eragny-sur-Epte,"6"
"54","54082","54800",Boncourt,"7"
"25","25565","25370",Touillon-et-Loutelet,"7"
"59","59167","59268",Cuvillers,"7"
"59","59219","59295",Estrun,"7"
"59","59593","59141",Thun-l'EvÃªque,"7"
"59","59085","59268",BlÃ©court,"7"
"59","59038","59296",Avesnes-le-Sec,"5"
"59","59214","59151",EstrÃ©es,"7"
"59","59652","59111",Wavrechain-sous-Faulx,"7"
"59","59608","59213",Vendegies-sur-Ecaillon,"6"
"59","59204","59213",Escarmain,"7"
"59","59575","59213",Sommaing,"7"
"59","59127","59213",Capelle,"7"
"59","59558","59227",Saulzoir,"7"
"59","59069","59213",Bermerain,"7"
"59","59537","59213",Saint-Martin-sur-Ecaillon,"7"
"59","59518","59530",Ruesnes,"6"
"59","59613","59970",Vicq,"2"
"59","59253","59970",Fresnes-sur-Escaut,"2"
"59","59166","59990",Curgies,"2"
"59","59215","59990",Estreux,"2"
"59","59444","59970",Odomez,"2"
"59","59383","59770",Marly,"2"
"59","59471","59990",PrÃ©seau,"2"
"59","59019","59269",Artres,"2"
"59","59557","59990",Saultain,"2"
"59","59544","59880",Saint-Saulve,"2"
"59","59626","59530",Villers-Pol,"6"
"59","59565","59269",Sepmeries,"7"
"59","59381","59990",Maresches,"6"
"59","59285","59198",Haspres,"7"
"84","84035","84300",Cavaillon,"2"
"59","59610","59227",Verchain-MaugrÃ©,"2"
"59","59480","59269",QuÃ©rÃ©naing,"2"
"59","59348","59111",Lieu-Saint-Amand,"7"
"59","59440","59282",Noyelles-sur-Selle,"7"
"59","59429","59293",Neuville-sur-Escaut,"7"
"59","59447","59264",Onnaing,"2"
"59","59014","59410",Anzin,"2"
"59","59112","59860",Bruay-sur-l'Escaut,"2"
"59","59032","59300",Aulnoy-lez-Valenciennes,"2"
"59","59459","59494",Petite-ForÃªt,"2"
"59","59079","59192",Beuvrages,"2"
"59","59606","59300",Valenciennes,"2"
"59","59207","59278",Escautpont,"3"
"59","59221","59300",Famars,"2"
"59","59114","59199",Bruille-Saint-Amand,"6"
"52","52138","52160",Colmier-le-Haut,"7"
"59","59603","59125",Trith-Saint-LÃ©ger,"2"
"59","59369","59233",Maing,"2"
"59","59589","59224",Thiant,"5"
"59","59455","59295",Paillencourt,"6"
"59","59224","59247",FÃ©chain,"6"
"59","59300","59247",Hem-Lenglet,"7"
"59","59048","59554",Bantigny,"7"
"59","59092","59111",Bouchain,"4"
"59","59645","59252",Wasnes-au-Bac,"6"
"59","59491","59590",Raismes,"2"
"59","59632","59135",Wallers,"4"
"59","59117","59151",Bugnicourt,"6"
"59","59564","59174",La Sentinelle,"4"
"59","59515","59220",Rouvignies,"2"
"59","59027","59494",Aubry-du-Hainaut,"2"
"45","45290","45110",Saint-Martin-d'Abbat,"3"
"59","59475","59121",Prouvy,"2"
"45","45082","45110",ChÃ¢teauneuf-sur-Loire,"2"
"59","59064","59135",Bellaing,"7"
"59","59172","59220",Denain,"3"
"59","59292","59255",Haveluy,"7"
"59","59179","59282",Douchy-les-Mines,"3"
"59","59446","59195",Oisy,"7"
"59","59651","59220",Wavrechain-sous-Denain,"7"
"59","59361","59156",Lourches,"6"
"59","59302","59195",HÃ©rin,"3"
"59","59288","59121",Haulchin,"4"
"62","62792","62910",Serques,"7"
"37","37067","37190",CheillÃ©,"4"
"37","37200","37190",Rivarennes,"6"
"62","62595","62910",Moulle,"6"
"62","62458","62910",Houlle,"7"
"40","40088","40100",Dax,"2"
"40","40063","40180",Candresse,"2"
"40","40222","40300",Pey,"7"
"40","40113","40180",Goos,"7"
"40","40279","40990",Saint-Paul-lÃ¨s-Dax,"2"
"40","40334","40180",Yzosse,"2"
"40","40230","40465",Pontonx-sur-l'Adour,"4"
"40","40314","40180",Tercis-les-Bains,"2"
"40","40195","40500",Montgaillard,"7"
"40","40003","40990",AngoumÃ©,"4"
"40","40315","40990",TÃ©thieu,"4"
"40","40272","40390",Saint-Martin-de-Hinx,"2"
"40","40211","40300",Orist,"7"
"40","40301","40180",Siest,"5"
"40","40129","40230",Josse,"2"
"40","40244","40180",RiviÃ¨re-Saas-et-Gourby,"2"
"40","40145","40270",LarriviÃ¨re-Saint-Savin,"6"
"40","40264","40230",Saint-Jean-de-Marsacq,"2"
"40","40179","40990",MÃ©es,"2"
"40","40283","40990",Saint-Vincent-de-Paul,"2"
"40","40293","40180",Saubusse,"2"
"40","40091","40800",Duhort-Bachen,"6"
"40","40261","40230",Saint-Geours-de-Maremne,"2"
"40","40256","40300",Saint-Etienne-d'Orthe,"7"
"40","40117","40270",Grenade-sur-l'Adour,"4"
"40","40237","40465",PrÃ©chacq-les-Bains,"5"
"40","40126","40180",Hinx,"4"
"40","40115","40465",Gousse,"7"
"40","40263","40380",Saint-Jean-de-Lier,"6"
"86","86121","86190",LatillÃ©,"6"
"86","86008","86200",ArÃ§ay,"7"
"86","86269","86120",Ternay,"6"
"79","79015","79170",AsniÃ¨res-en-Poitou,"7"
"79","79020","79400",AugÃ©,"7"
"79","79111","79170",EnsignÃ©,"6"
"79","79226","79130",Le Retail,"7"
"79","79128","79260",FranÃ§ois,"6"
"79","79133","79220",Germond-Rouvre,"7"
"79","79144","79230",Juscorps,"7"
"79","79076","79430",La Chapelle-Saint-Laurent,"7"
"79","79322","79200",Le Tallud,"7"
"86","86073","86170",Cherves,"7"
"86","86205","86200",Ranton,"7"
"86","86244","86600",Saint-Sauvant,"6"
"86","86144","86170",Maisonneuve,"7"
"86","86068","86510",Chaunay,"5"
"86","86134","86400",Linazay,"6"
"86","86231","86400",Saint-Macoux,"7"
"79","79025","79130",Azay-sur-Thouet,"7"
"86","86247","86400",Saint-Saviol,"6"
"86","86150","86170",Massognes,"7"
"79","79058","79230",BrÃ»lain,"6"
"86","86039","86510",Brux,"7"
"79","79018","79110",AubignÃ©,"7"
"79","79029","79420",Beaulieu-sous-Parthenay,"7"
"79","79080","79200",ChÃ¢tillon-sur-Thouet,"4"
"79","79086","79410",Cherveux,"7"
"86","86227","86200",Saint-Laon,"7"
"86","86253","86600",Sanxay,"6"
"79","79002","79200",Adilly,"7"
"79","79130","79270",Frontenay-Rohan-Rohan,"4"
"79","79137","79360",Granzay-Gript,"5"
"79","79070","79220",La Chapelle-BÃ¢ton,"7"
"79","79120","79390",La FerriÃ¨re-en-Parthenay,"7"
"79","79147","79240",Largeasse,"5"
"79","79081","79180",Chauray,"2"
"79","79109","79410",EchirÃ©,"5"
"79","79118","79450",FÃ©nery,"7"
"79","79094","79350",ClessÃ©,"6"
"79","79108","79390",Doux,"7"
"79","79114","79400",Exireuil,"7"
"79","79121","79340",Fomperron,"7"
"79","79090","79170",ChizÃ©,"6"
"79","79125","79230",Fors,"5"
"79","79119","79160",Fenioux,"7"
"79","79129","79370",Fressines,"7"
"79","79048","79260",La CrÃ¨che,"4"
"79","79208","79200",La Peyratte,"6"
"79","79139","79220",Les Groseillers,"7"
"79","79201","79800",Pamproux,"6"
"79","79150","79190",Limalonges,"7"
"79","79172","79310",MaziÃ¨res-en-GÃ¢tine,"6"
"79","79176","79340",MÃ©nigoute,"6"
"79","79225","79420",Reffannes,"7"
"79","79190","79130",Neuvy-Bouin,"7"
"79","79256","79340",Saint-Germier,"6"
"79","79271","79310",Saint-Marc-la-Lande,"6"
"79","79198","79170",Paizay-le-Chapt,"7"
"79","79203","79100",Pas-de-Jeu,"6"
"79","79213","79200",Pompaire,"6"
